review,rating,label,clean_review,label_encoded
"Ruang guru nya bagus Tapi saya punya keluhan Kenapa ya Vidio pelajaran mtk ga bisa diputar, sedangkan mapel lain vidionya bisa diputar",4,Positif,ruang guru nya bagus punya keluhan vidio pelajaran mtk ga diputar mapel vidionya diputar,2
Berkat Ruang Guru Saya Lebih Mudah Memahami Segala Mata Pelajaran,5,Positif,berkat ruang guru lebih mudah memahami segala mata pelajaran,2
"Baru mulai pake sih, dan emang belajar rasanya jadi seru bangett dongg😭 semoga dengan ruangguru aku bisa mencapai lebih banyak prestasi lagii!✨🤩",5,Positif,baru mulai pake sih emang belajar rasanya jadi seru bangett dongg semoga ruangguru aku mencapai lebih banyak prestasi lagii,2
"Harga paketnya mahal apalagi cicilannya 100k lebih buat 1 tahun, saran bikin cicilan perminggu 20k atau 30k gitu, jadi uang jajannya bisa buat lunasin 😄💔",5,Positif,harga paketnya mahal cicilannya k lebih buat tahun saran bikin cicilan perminggu k k gitu jadi uang jajannya buat lunasin,2
Mantam sekali apli kasi ini 👍👍👍👍👍👍,2,Negatif,mantam sekali apli kasi,0
"Bagus banget,sy jadi gampang belajarnya dan mudah paham terimaksih ruang guru, ruang guru terbest👍🏻",5,Positif,bagus bangetsy jadi gampang belajarnya mudah paham terimaksih ruang guru ruang guru terbest,2
sangat membantu aku terimakasih ruang guru,5,Positif,sangat membantu aku terimakasih ruang guru,2
"Apknya bermanfaat, bisa membantu dalam pembelajaran, dan bisa belajar sambil bermain♥️",5,Positif,apknya bermanfaat membantu pembelajaran belajar bermain,2
Aplikasinya bagus saya jadi mudah memahami materi materi pelajaran dan nilai saya menjadi meningkat,5,Positif,aplikasinya bagus jadi mudah memahami materi materi pelajaran nilai menjadi meningkat,2
Asik banget banyak animasi nya bikin semangat belajar dirumah...,5,Positif,asik banget banyak animasi nya bikin semangat belajar dirumah,2
App nya baguss bgt aku jadi makin pintar!! Lalu aku waktu itu ranking 2 makasih banyak ya ruang guru!!💗💗💗🙏🙏🙏,5,Positif,app nya baguss bgt aku jadi makin pintar lalu aku waktu ranking makasih banyak ruang guru,2
Aplikasi ini sangat bagus bisa membatu.,5,Positif,aplikasi sangat bagus membatu,2
Membantu pelajaran sekolah,5,Positif,membantu pelajaran sekolah,2
Bagus karena dulu aku gak dapat juara sekarang Alhamdulillah juara 1 berkat ini,5,Positif,bagus dulu aku gak juara sekarang alhamdulillah juara berkat,2
Belajar di ruang guru seru banget trus ada kuis,5,Positif,belajar ruang guru seru banget trus kuis,2
Layanannya bagus dan cepat terselesaikan.,5,Positif,layanannya bagus cepat terselesaikan,2
"Ruangguru udah bagus banget fiturnya akan tetapi saat mengerjakan soal setelah menonton video, kadang suka gak muncul pembahasannya ... tolong diperbaiki ya ruangguru terimakasiii!",3,Netral,ruangguru udah bagus banget fiturnya mengerjakan soal menonton video kadang suka gak muncul pembahasannya diperbaiki ruangguru terimakasiii,1
"Aplikasi yg sangat bagus sekali... Saya sngt senang dapat menggunakan aplikasi ruang guru ini,karena benar benar membantu saya dalam belajar. Saya baru menggunakan aplikasi ini selama 7 bulan,tapi ada peningkatan saya saat belajar karena menggunakan aplikasi ruang guru ini. Terimakasih Ruangguru 🥺🙏",5,Positif,aplikasi yg sangat bagus sekali sngt senang menggunakan aplikasi ruang guru inikarena benar benar membantu belajar baru menggunakan aplikasi selama bulantapi peningkatan belajar menggunakan aplikasi ruang guru terimakasih ruangguru,2
Aplikasinya Bermutu boss,5,Positif,aplikasinya bermutu boss,2
App sangat bagus utk belajar,5,Positif,app sangat bagus utk belajar,2
Karna ruang guru semua mata pelajaran aku pas ulangan nilai aku jadi 100 ʕ •ᴥ•ʔ,5,Positif,karna ruang guru semua mata pelajaran aku pas ulangan nilai aku jadi,2
Kak buat vidio kok agak kurang gerti ya karena vidio nya pendek,4,Positif,kak buat vidio kok kurang gerti vidio nya pendek,2
"Masih ada masalah di video pemrograman dasar, tkj kls 10",5,Positif,masalah video pemrograman dasar tkj kls,2
Seru dan baguss bngttt,5,Positif,seru baguss bngttt,2
"Terimakasih Ruang Guru udh temenin saya belajar selama 9bulan 1 tahun, saya sebelum bimbel di ruang Guru nilai saya suka turun mulu dan suka ketinggalan pelajaran,saya semenjak masuk bimbel di Ruang Guru Alhamdulillah saya dari kelas 11-12 dapat peringkat besar di sekolah Terimakasih lagi Ruang Guru",5,Positif,terimakasih ruang guru udh temenin belajar selama bulan tahun bimbel ruang guru nilai suka turun mulu suka ketinggalan pelajaransaya semenjak masuk bimbel ruang guru alhamdulillah kelas peringkat besar sekolah terimakasih ruang guru,2
"Knp kok versi terbaru ini,tidak ada playlist belajar mingguan,apakah memang ada?mohon pencerahan nya,karena buat anak belajar.terima kasih",5,Positif,knp kok versi terbaru initidak playlist belajar mingguanapakah memang adamohon pencerahan nyakarena buat anak belajarterima kasih,2
Good place to study online,5,Positif,good place to study online,2
Wah bagus banget ruang guru ini bermanfaat. Sekali. Kalian harus domlod aplikasi iniya. Kalian pasti bisa jadi juara😀😀,1,Negatif,wah bagus banget ruang guru bermanfaat sekali kalian domlod aplikasi iniya kalian jadi juara,0
"Lebih detail lagi dlm penjelasan data dan fakta di-update sesuai dg data terbaru, dan juga diperkenalkan metode- metode pembelajaran yang lebih mengaktifkan keterlibatan peserta didik dlm memberikan pembelajaran yang menarik dan inovatif",5,Positif,lebih detail dlm penjelasan data fakta diupdate sesuai dg data terbaru diperkenalkan metode metode pembelajaran lebih mengaktifkan keterlibatan peserta didik dlm memberikan pembelajaran menarik inovatif,2
Saya jaman dulu masih kecil di urus sams ua,5,Positif,jaman dulu kecil urus sams ua,2
Aplikasi ini membantu pelajaran yang saya gak ngerti menjadi mengerti,5,Positif,aplikasi membantu pelajaran gak ngerti menjadi mengerti,2
Bagus banget nih ruang guru bisa meringkatin aku 1 makasih ruangguru,5,Positif,bagus banget nih ruang guru meringkatin aku makasih ruangguru,2
Mohon dong upload video untuk kurikulum merdeka karena materinya belum lengkap,1,Negatif,mohon dong upload video kurikulum merdeka materinya belum lengkap,0
Bagus sangat membantu untuk belajar,5,Positif,bagus sangat membantu belajar,2
Aplikasi nya sangat keren ada animasi nya juga membantu untuk belajar!,5,Positif,aplikasi nya sangat keren animasi nya membantu belajar,2
Aplikasi ruang guru sangat bagus,5,Positif,aplikasi ruang guru sangat bagus,2
Sangat suka sama ruang guru,5,Positif,sangat suka sama ruang guru,2
aku suka game ini,5,Positif,aku suka game,2
Apikasinya bagus bangat seru belajar nya bermanfaat dan meyenaka saya suka apikasi ruang guru,5,Positif,apikasinya bagus bangat seru belajar nya bermanfaat meyenaka suka apikasi ruang guru,2
sangad tidak keren karena harus bayar kalau mau belajar,1,Negatif,sangad tidak keren bayar kalau mau belajar,0
"Aplikasi nya keren dan ada teman belajarnya lagi, terimakasih ruangguru:)",5,Positif,aplikasi nya keren teman belajarnya terimakasih ruangguru,2
Mudah dipahami dan jelas,5,Positif,mudah dipahami jelas,2
Saya amat kecewa udah 3 Minggu akun saya yg berlangganan 2 semester telah loh out dan hilang tiba-tiba ada kah solusi buat mengembalikannya?,1,Negatif,kecewa udah minggu akun yg berlangganan semester loh out hilang tibatiba solusi buat mengembalikannya,0
"tolong dong di update lagi, tolong di optimalisasi untuk di tablet, biar lebih nyaman",5,Positif,dong update optimalisasi tablet biar lebih nyaman,2
"Aplikasinya membantu banget, membantu memudahkan dalam memahami pembelajaran. Membantu juga untuk meningkatkan semangat belajar. Semangat terussss! 😆😆👍👍",5,Positif,aplikasinya membantu banget membantu memudahkan memahami pembelajaran membantu meningkatkan semangat belajar semangat terussss,2
Aplikasi nya sangat membantu apalagi saya tidak pandai aplikasi nya keren0,5,Positif,aplikasi nya sangat membantu tidak pandai aplikasi nya keren,2
"Jaringan sering bermasalah, video sering nge-frame",5,Positif,jaringan sering bermasalah video sering ngeframe,2
bintang 1 karna jujur aku g nyaman di spam chat sama salah satu pihak ruang guru di suruh berlangganan terus,1,Negatif,bintang karna jujur aku g nyaman spam chat sama salah satu pihak ruang guru suruh berlangganan terus,0
"Terimakasih banyak buat Ruangguru, semenjak saya belajar di ruang guru Alhamdulillah nilai saya meningkat, semoga di kelas 12 ini dapat saya tingkatkan lagi dan bisa masuk jurusan yang saya inginkan dan lolos UTBK Aamiin 🤲",5,Positif,terimakasih banyak buat ruangguru semenjak belajar ruang guru alhamdulillah nilai meningkat semoga kelas tingkatkan masuk jurusan inginkan lolos utbk aamiin,2
Bagus sekali menambah wawasan guru pjok,5,Positif,bagus sekali menambah wawasan guru pjok,2
Wah sekarang gw udh paham tentang pelajaran sekolah terima kasih ruang guru,5,Positif,wah sekarang gw udh paham pelajaran sekolah terima kasih ruang guru,2
Gue yang TT dan Warner Bros bunga yang lain,5,Positif,gue tt warner bros bunga,2
"Pertama kali instal di tahun 2018/2019 untuk membantu belajarku, alhamdulillah membantu. Sekarang sudah banyak update juga makin banyak fitur, makin keren o (^‿^✿)ｏ",5,Positif,pertama kali instal tahun membantu belajarku alhamdulillah membantu sekarang banyak update makin banyak fitur makin keren o,2
Ruang gurunya sangat bermanfaat akhirnya aku menjadi juara1 dikelas 5 sd semester dua,5,Positif,ruang gurunya sangat bermanfaat akhirnya aku menjadi juara dikelas sd semester,2
Seru banget aplikasi ini,5,Positif,seru banget aplikasi,2
Keren mudah dipahami 👍👍👍👍👍👍,5,Positif,keren mudah dipahami,2
"Jujur sih sebelum aku pakai aplikasi ini, nilai aku ini bener-bener jelek tapi pas aku pakai ruang guru ternyata bener nilai aku ini bagus banget. Terimaksih ruang guru",5,Positif,jujur sih aku pakai aplikasi nilai aku benerbener jelek pas aku pakai ruang guru ternyata bener nilai aku bagus banget terimaksih ruang guru,2
"Bismillah, Alhamdulillah Baru melihat dan mencoba donload, bagus utk penyemangat baru bagi kur.Merdeka",5,Positif,bismillah alhamdulillah baru melihat mencoba donload bagus utk penyemangat baru kurmerdeka,2
"Aplikasi ini cukup menyenangkan sih, tapi bisa gak pihak ruangguru untuk memberikan akses yang lebih murah untuk beberapa orang yang tidak mampu",3,Netral,aplikasi cukup menyenangkan sih gak pihak ruangguru memberikan akses lebih murah beberapa orang tidak mampu,1
Ini bagus sekali bisa belajar,5,Positif,bagus sekali belajar,2
Hai ruang guru aku bole gak bayar Karena data ku 5.000ji ku dan engak ada uang 1 juta ku dan aku tingal di batu-batu dan nama aku Andi Tenri Amaliah da🤗,5,Positif,hai ruang guru aku bole gak bayar data ku ji ku engak uang juta ku aku tingal batubatu nama aku andi tenri amaliah da,2
"Aplikasi nya sangat bagus,klau udh capek belajar bisa nonton/belajar sma dafa,pkonya kalian harus download sih,tapi klau mau belajar harus beli paket nya dulu,tapi aku jamin deh ga bakal nyesel!!",5,Positif,aplikasi nya sangat bagusklau udh capek belajar nontonbelajar sma dafapkonya kalian download sihtapi klau mau belajar beli paket nya dulutapi aku jamin deh ga bakal nyesel,2
Ruang guru bangsad iklan mulu di tv percuma lu iklan tapi di hati kami tetap brainly,1,Negatif,ruang guru bangsad iklan mulu tv percuma lu iklan hati tetap brainly,0
siip hebaatttt Sampe sekarang tetep epiv,5,Positif,siip hebaatttt sampe sekarang tetep epiv,2
Apk berisik bgt,1,Negatif,apk berisik bgt,0
Fitur semakin lengkap dan tampilan yg menarik sehingga belajar tidak membosankan,5,Positif,fitur semakin lengkap tampilan yg menarik belajar tidak membosankan,2
Maksiii untuk pemm buat huang guru ini sekarang aku jadi pintar🤣,5,Positif,maksiii pemm buat huang guru sekarang aku jadi pintar,2
Wah bagus sekali saya jadi pintar belajar dan dapat juara di kelas terimakasih ruang guru,5,Positif,wah bagus sekali jadi pintar belajar juara kelas terimakasih ruang guru,2
Wah makasih ya aku dapet juara 1 Makasih juga buat ruang guru Makasih banyak ❤🏆👍,5,Positif,wah makasih aku dapet juara makasih buat ruang guru makasih banyak,2
Halo kak!! Maaf belum bisa kasih rate bagus karena saat ini belum ada jurusan aku di ruang guru:'(( dan terpaksa aku ambil pilih SMA (IPA) anw aku SMK jurusan Layanan kesehatan/Asisten Keperawatan semoga kedepannya ada jurusan layanan kesehata di ruang guru❤️‍🔥 (aamiin),2,Negatif,halo kak maaf belum kasih rate bagus belum jurusan aku ruang guru terpaksa aku ambil pilih sma ipa anw aku smk jurusan layanan kesehatanasisten keperawatan semoga kedepannya jurusan layanan kesehata ruang guru aamiin,0
"Sebelumnya mohon maaf saya menggunakan ruang guru sudah ada 3 tahun berjalan, setiap paket saya habis mesti selalu di spam chat kadang di telpon WhatsApp oleh beberapa admin ruang guru menawarkan ini itu oke saya memperpanjang. Setelah saya perpanjang saya iseng konsultasi di wa nya admin ruang guru tersebut selalu no respon oke udah berlalu baru kemarin saya seperti biasa paket habis di wa Ama beberapa admin ruang guru dan saya memilih salah satu setelah selesai pembayaran. Saya wa centang abu",2,Negatif,sebelumnya mohon maaf menggunakan ruang guru tahun berjalan paket habis mesti selalu spam chat kadang telpon whatsapp beberapa admin ruang guru menawarkan oke memperpanjang perpanjang iseng konsultasi wa nya admin ruang guru tersebut selalu no respon oke udah berlalu baru kemarin biasa paket habis wa ama beberapa admin ruang guru memilih salah satu selesai pembayaran wa centang abu,0
"Terima kasih ruangguru, video-video Pembelajarannya singkat,padat,dan jelas mudah di mengerti Semoga nilai sy makin baik kedepannya. 😆🙏",5,Positif,terima kasih ruangguru videovideo pembelajarannya singkatpadatdan jelas mudah mengerti semoga nilai sy makin baik kedepannya,2
"seru buat belajar, gampang dimengerti. materinya juga detail banget",5,Positif,seru buat belajar gampang dimengerti materinya detail banget,2
"BAGUS BANGET, FITURNYA SEMAKIN BERKEMBANG DAN TIDAK MEMBOSANKAN UNTUK BELAJAT. TIDAK DIRAGUKAN LAGI. KALO CUMA PAKE KATA-KATA RASANYA MASIH KURANG UNTUK MENGUNGKAPKANNYA HEHE. KEREN POKOKNYA.",5,Positif,bagus banget fiturnya semakin berkembang tidak membosankan belajat tidak diragukan kalo cuma pake katakata rasanya kurang mengungkapkannya hehe keren pokoknya,2
Ruang guru penipuan,1,Negatif,ruang guru penipuan,0
aplikasinya bagus banget 👍👍,5,Positif,aplikasinya bagus banget,2
"Aplikasinya bagus, smoga ruang guru makin baik kedepannya dan selalu siap memberikan pelayanan pembelajaran dengan baik",5,Positif,aplikasinya bagus smoga ruang guru makin baik kedepannya selalu siap memberikan pelayanan pembelajaran baik,2
Wkwkwkkwk mending brainly,1,Negatif,wkwkwkkwk mending brainly,0
Ruang guru membikin mood belajar ku menambah,5,Positif,ruang guru membikin mood belajar ku menambah,2
Uang Mesjid di gelapkan di musnakan oleh bapak Imam A Basir Lore,5,Positif,uang mesjid gelapkan musnakan bapak imam a basir lore,2
Bikin bisapinter sekali,5,Positif,bikin bisapinter sekali,2
Bikin anak berfrestasi,5,Positif,bikin anak berfrestasi,2
Aplikasinya sangatlah bagus,5,Positif,aplikasinya sangatlah bagus,2
Aplikasi yg sangat cocok untuk membantu agar belajar lebih mudah dan menyenangkan. Terima kasih,5,Positif,aplikasi yg sangat cocok membantu belajar lebih mudah menyenangkan terima kasih,2
Nilai anak menjadi meningkat disekolah,5,Positif,nilai anak menjadi meningkat disekolah,2
Aplikasi nya seru bisa liat video dan ada kuisnya lagi temenku sampai kepingin ikutan juga di ruang guru makasih ruang guru😇😊,5,Positif,aplikasi nya seru liat video kuisnya temenku kepingin ikutan ruang guru makasih ruang guru,2
"Saya baru downlod aplikasi ini,semoga bermanfaat buat saya ketika ada di tempat tugas !",4,Positif,baru downlod aplikasi inisemoga bermanfaat buat tempat tugas,2
"Saya kasih bintang 4, tapi kenapa tidak bisa saya download,",4,Positif,kasih bintang tidak download,2
"Hai kak,setelah aku langganan di ruang guru akhirnya aku bisa rangking 1,ada soal nya+ Vidio,,jadi mudah paham terimakasih ruang guru 😘Dan aku ke 2 kali nya langganan ke ruang guru..GK kerasa udh kelas 5😁 makasih banyak ya kak🙏",5,Positif,hai kaksetelah aku langganan ruang guru akhirnya aku rangking soal nya vidiojadi mudah paham terimakasih ruang guru aku kali nya langganan ruang gurugk kerasa udh kelas makasih banyak kak,2
Aplikasi nya bagus banget aku Suka sama aplikasi nya aku kasih Bintang 5,5,Positif,aplikasi nya bagus banget aku suka sama aplikasi nya aku kasih bintang,2
Ruang guru bagus banget bisa bantu belajar apa aja,5,Positif,ruang guru bagus banget bantu belajar apa aja,2
Aplikasi bagus banget.... Cepat download temen temen 🤗,5,Positif,aplikasi bagus banget cepat download temen temen,2
Apk keren sangat bermanfaat,5,Positif,apk keren sangat bermanfaat,2
